,x-,y-,z-,x+,y+,z+,type,Pozent
0,2.969778835773468,17.06586790084839,23.86043804883957,10.945192098617554,24.968807458877563,28.0,2.0,0.9997201561927795
1,2.957691192626953,3.087768018245697,23.809384644031525,10.94184923171997,10.927798509597778,28.0,2.0,0.999607264995575
